row_type,timestamp,green,red,ir,accX,accY,accZ,gyroX,gyroY,gyroZ,temp0,temp1,temp2,hr,bp_sys,bp_dia,spo2,resp_rate,metrics_source,gesture_event,gesture_gyro_mag,gesture_accel_delta,voice_session_id,voice_trigger,voice_transcript,voice_confidence,voice_started_at,voice_ended_at,voice_duration_sec,audio_file,audio_mime_type,rms_mean,rms_std,rms_max,zcr_mean,silence_ratio,pause_count,total_pause_sec,longest_pause_sec,pitch_mean_hz,pitch_std_hz,pitch_min_hz,pitch_max_hz,word_count,speech_rate_wpm,negative_word_count,positive_word_count,uncertainty_word_count,cognitive_word_count,first_person_count,sentiment_score,linguistic_stress_score,linguistic_cognitive_load_score,emotional_load_score,stress_score,cognitive_load_score,voice_emotional_load_score,emotion_label,voice_state_label
ring,1779931719.8110838,11508034,8441509,8522320,96,999,48,18,-26,22,2766,2766,2786,,,,,,buffering 20/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931719.8110838,11508434,8442393,8522405,95,992,56,18,-26,22,2766,2766,2786,,,,,,buffering 20/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.0257084,11507956,8442574,8521671,80,986,73,12,-23,19,2766,2766,2786,,,,,,buffering 25/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.0257084,11507948,8441712,8521513,35,1068,135,12,-23,19,2766,2766,2786,,,,,,buffering 25/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.0257084,11507796,8441622,8521400,213,936,-64,37,-24,38,2766,2766,2786,,,,,,buffering 25/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.0257084,11507805,8441613,8522243,170,934,-20,37,-24,38,2766,2766,2786,,,,,,buffering 25/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.0257084,11508069,8442363,8522521,120,976,44,4,-24,6,2766,2766,2786,,,,,,buffering 25/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.2153313,11507923,8442297,8521594,142,987,23,4,-24,6,2766,2766,2786,,,,,,buffering 30/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.2153313,11508110,8441738,8521559,107,1020,22,7,-30,9,2766,2766,2786,,,,,,buffering 30/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.2153313,11508076,8441679,8521462,124,998,4,7,-30,9,2766,2766,2786,,,,,,buffering 30/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.2153313,11508239,8441945,8522199,146,967,21,13,-21,22,2766,2766,2786,,,,,,buffering 30/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.2153313,11508408,8442379,8522630,145,971,39,13,-21,22,2766,2766,2786,,,,,,buffering 30/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.4298747,11508332,8441946,8521723,96,1036,81,16,-27,24,2766,2766,2786,,,,,,buffering 35/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.4298747,11508178,8441751,8521494,189,983,-54,16,-27,24,2766,2766,2786,,,,,,buffering 35/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.4298747,11508145,8441740,8521437,128,963,21,-1,-23,8,2766,2766,2786,,,,,,buffering 35/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.4298747,11508340,8442293,8522233,134,992,40,-1,-23,8,2766,2766,2786,,,,,,buffering 35/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.4298747,11508452,8442396,8522614,145,971,39,3,-23,13,2766,2766,2786,,,,,,buffering 35/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.6190014,11508340,8441805,8521660,143,988,22,3,-23,13,2766,2766,2786,,,,,,buffering 40/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.6190014,11508350,8441722,8521528,129,975,45,9,-26,13,2766,2766,2786,,,,,,buffering 40/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.6190014,11508307,8441662,8521400,138,990,24,9,-26,13,2766,2766,2786,,,,,,buffering 40/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.6190014,11508401,8442406,8522273,133,974,37,7,-24,16,2766,2766,2786,,,,,,buffering 40/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.6190014,11508401,8442486,8522618,138,992,57,7,-24,16,2766,2766,2786,,,,,,buffering 40/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.8087533,11508247,8441796,8521692,109,995,51,12,-26,17,2766,2766,2786,,,,,,buffering 45/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.8087533,11508349,8441710,8521618,157,976,-3,12,-26,17,2766,2766,2786,,,,,,buffering 45/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.8087533,11508539,8441667,8521483,129,981,48,2,-23,10,2766,2766,2786,,,,,,buffering 45/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.8087533,11508419,8442472,8522144,124,977,61,2,-23,10,2766,2766,2786,,,,,,buffering 45/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931720.8087533,11508445,8442485,8522500,138,992,57,8,-26,13,2766,2766,2786,,,,,,buffering 45/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.0235958,11508359,8441782,8521636,129,994,45,8,-26,13,2766,2766,2786,,,,,,buffering 50/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.0235958,11508512,8441731,8521584,125,988,42,11,-25,15,2766,2766,2786,,,,,,buffering 50/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.0235958,11508366,8441649,8521534,129,980,46,11,-25,15,2766,2766,2786,,,,,,buffering 50/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.0235958,11508393,8442332,8522280,130,986,52,10,-27,15,2766,2766,2786,,,,,,buffering 50/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.0235958,11508350,8442624,8522285,124,972,56,10,-27,15,2766,2766,2786,,,,,,buffering 50/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.2139378,11508411,8441764,8521686,119,989,50,11,-27,13,2766,2766,2786,,,,,,buffering 55/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.2139378,11508521,8441731,8521610,125,998,32,11,-27,13,2766,2766,2786,,,,,,buffering 55/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.2139378,11508529,8441635,8521787,130,986,25,13,-26,15,2766,2766,2786,,,,,,buffering 55/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.2139378,11508494,8442276,8522245,130,981,37,13,-26,15,2766,2766,2786,,,,,,buffering 55/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.2139378,11508709,8442719,8521913,124,972,56,12,-27,15,2766,2766,2786,,,,,,buffering 55/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.4271343,11508487,8441796,8521716,131,983,45,12,-27,15,2766,2766,2786,,,,,,buffering 60/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.4271343,11508299,8441737,8521579,112,1013,56,18,-26,18,2766,2766,2786,,,,,,buffering 60/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.4271343,11508359,8441545,8522017,166,964,-10,18,-26,18,2766,2766,2786,,,,,,buffering 60/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.4271343,11508580,8442303,8522420,141,970,11,5,-28,8,2766,2766,2786,,,,,,buffering 60/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.4271343,11508623,8442771,8521750,131,992,30,5,-28,8,2766,2766,2786,,,,,,buffering 60/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.61678,11508656,8441799,8521627,119,999,46,10,-28,13,2766,2766,2786,,,,,,buffering 65/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.61678,11508597,8441718,8521596,109,1005,37,10,-28,13,2766,2766,2786,,,,,,buffering 65/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.61678,11508562,8441527,8522420,121,981,22,14,-26,15,2766,2766,2786,,,,,,buffering 65/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.61678,11508597,8442369,8522430,121,985,30,14,-26,15,2766,2766,2786,,,,,,buffering 65/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.61678,11508445,8442816,8521770,117,970,26,11,-28,14,2766,2766,2786,,,,,,buffering 65/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.807229,11508589,8441773,8521672,133,995,20,11,-28,14,2766,2766,2786,,,,,,buffering 70/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.807229,11508445,8441693,8521521,122,978,14,12,-27,14,2766,2766,2786,,,,,,buffering 70/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.807229,11508683,8441589,8522257,112,990,21,12,-27,14,2766,2766,2786,,,,,,buffering 70/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.807229,11508751,8442370,8522471,124,971,12,10,-26,13,2766,2766,2786,,,,,,buffering 70/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931721.807229,11508512,8442634,8521686,126,987,13,10,-26,13,2766,2766,2786,,,,,,buffering 70/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.020681,11508589,8441779,8521651,120,983,14,10,-27,13,2766,2766,2786,,,,,,buffering 75/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.020681,11508547,8441710,8521498,124,986,10,10,-27,13,2766,2766,2786,,,,,,buffering 75/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.020681,11508631,8441650,8522250,115,991,8,10,-27,13,2766,2766,2786,,,,,,buffering 75/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.020681,11508709,8442461,8522589,115,991,8,10,-26,15,2766,2766,2786,,,,,,buffering 75/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.020681,11508674,8442393,8521690,123,991,15,10,-26,15,2766,2766,2786,,,,,,buffering 75/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.211843,11508648,8441712,8521640,121,989,11,10,-25,16,2766,2766,2786,,,,,,buffering 80/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.211843,11508683,8441709,8521406,134,974,11,10,-25,16,2766,2766,2786,,,,,,buffering 80/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.211843,11508521,8441899,8522219,123,987,3,8,-26,15,2766,2766,2786,,,,,,buffering 80/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.211843,11508683,8442483,8522644,122,991,10,8,-26,15,2766,2766,2786,,,,,,buffering 80/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.211843,11508178,8441958,8521640,117,1007,8,14,-19,29,2766,2766,2786,,,,,,buffering 80/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.4247506,11508837,8441813,8521671,118,1014,6,14,-19,29,2766,2766,2786,,,,,,buffering 85/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.4247506,11508691,8441682,8521471,104,916,-11,31,-20,53,2766,2766,2786,,,,,,buffering 85/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.4247506,11508742,8442191,8522168,125,1059,34,31,-20,53,2766,2766,2786,,,,,,buffering 85/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.4247506,11508230,8442390,8522518,219,993,-84,8,-5,31,2766,2766,2786,,,,,,buffering 85/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.4247506,11508886,8441848,8521792,179,853,-2,8,-5,31,2766,2766,2786,,,,,,buffering 85/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.6140049,11508604,8441740,8521488,292,922,43,10,-28,15,2766,2766,2786,,,,,,buffering 90/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.6140049,11508802,8441635,8521459,255,1052,-8,10,-28,15,2766,2766,2786,,,,,,buffering 90/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.6140049,11508502,8442405,8522041,191,989,-15,17,-13,26,2766,2766,2786,,,,,,buffering 90/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.6140049,11508325,8442410,8522475,244,989,-15,17,-13,26,2766,2766,2786,,,,,,buffering 90/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.6140049,11508597,8441727,8521570,243,930,19,13,-40,21,2766,2766,2786,,,,,,buffering 90/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.8280542,11508573,8441608,8521533,249,983,-5,13,-40,21,2766,2766,2786,,,,,,buffering 95/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.8280542,11508314,8441470,8521239,241,989,-5,32,-28,35,2766,2766,2786,,,,,,buffering 95/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.8280542,11508257,8442520,8522104,214,961,-58,32,-28,35,2766,2766,2786,,,,,,buffering 95/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.8280542,11508562,8442629,8522710,294,923,-66,8,-32,13,2766,2766,2786,,,,,,buffering 95/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931722.8280542,11508691,8441652,8521519,293,938,-51,8,-32,13,2766,2766,2786,,,,,,buffering 95/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.017293,11508469,8441560,8521366,259,965,-60,6,-30,13,2766,2766,2786,,,,,,buffering 100/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.017293,11508562,8441384,8521264,262,979,-67,6,-30,13,2766,2766,2786,,,,,,buffering 100/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.017293,11508614,8442384,8522209,253,954,-60,12,-22,19,2766,2766,2786,,,,,,buffering 100/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.017293,11508443,8442756,8522345,279,926,-69,12,-22,19,2766,2766,2786,,,,,,buffering 100/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.017293,11508401,8441616,8521493,279,921,-65,-10,-24,-1,2766,2766,2786,,,,,,buffering 100/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.2078156,11508512,8441687,8521408,252,912,-56,-10,-24,-1,2758,2760,2781,,,,,,buffering 105/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.2078156,11508862,8441427,8521732,236,1003,-11,12,-28,25,2758,2760,2781,,,,,,buffering 105/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.2078156,11508487,8442264,8522107,200,995,4,12,-28,25,2758,2760,2781,,,,,,buffering 105/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.2078156,11508589,8442740,8521828,258,963,-27,18,-19,27,2758,2760,2781,,,,,,buffering 105/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.2078156,11508213,8441528,8521250,274,1002,-26,18,-19,27,2758,2760,2781,,,,,,buffering 105/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.4218538,11508307,8441445,8521119,329,917,23,2,-50,-7,2758,2760,2781,,,,,,buffering 110/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.4218538,11508554,8441334,8522109,311,1015,-57,2,-50,-7,2758,2760,2781,,,,,,buffering 110/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.4218538,11508469,8442173,8522203,241,1001,-59,22,-28,28,2758,2760,2781,,,,,,buffering 110/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.4218538,11508307,8442879,8521428,240,918,-39,22,-28,28,2758,2760,2781,,,,,,buffering 110/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.4218538,11508247,8441452,8521169,315,973,-70,15,-23,22,2758,2760,2781,,,,,,buffering 110/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.6118734,11508419,8441392,8521120,279,943,-42,15,-23,22,2758,2760,2781,,,,,,buffering 115/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.6118734,11508314,8441237,8522206,300,987,-62,10,-24,18,2758,2760,2781,,,,,,buffering 115/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.6118734,11508536,8442276,8522280,290,925,-79,10,-24,18,2758,2760,2781,,,,,,buffering 115/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.6118734,11508623,8442864,8521345,285,946,-70,5,-26,12,2758,2760,2781,,,,,,buffering 115/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.6118734,11508443,8441427,8521212,289,949,-60,5,-26,12,2758,2760,2781,,,,,,buffering 115/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.8251166,11508393,8441362,8521096,277,941,-53,4,-24,7,2758,2760,2781,,,,,,buffering 120/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.8251166,11508589,8441168,8522194,285,935,-63,4,-24,7,2758,2760,2781,,,,,,buffering 120/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.8251166,11508811,8442150,8522366,279,964,-48,10,-26,15,2758,2760,2781,,,,,,buffering 120/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.8251166,11508641,8442702,8521311,275,949,-59,10,-26,15,2758,2760,2781,,,,,,buffering 120/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931723.8251166,11508359,8441449,8521175,278,957,-62,9,-25,18,2758,2760,2781,,,,,,buffering 120/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.015174,11508674,8441323,8521062,256,931,-45,9,-25,18,2758,2760,2781,,,,,,buffering 125/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.015174,11508698,8441337,8522037,273,954,-41,10,-26,13,2758,2760,2781,,,,,,buffering 125/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.015174,11508638,8442308,8522515,268,958,-49,10,-26,13,2758,2760,2781,,,,,,buffering 125/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.015174,11508529,8442246,8521385,273,962,-51,10,-25,15,2758,2760,2781,,,,,,buffering 125/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.015174,11508607,8441445,8521164,276,952,-62,10,-25,15,2758,2760,2781,,,,,,buffering 125/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.2049015,11508571,8441310,8521037,276,938,-55,10,-25,14,2758,2760,2781,,,,,,buffering 130/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.2049015,11508828,8441827,8522055,268,959,-49,10,-25,14,2758,2760,2781,,,,,,buffering 130/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.2049015,11508784,8442325,8522485,275,957,-54,10,-26,15,2758,2760,2781,,,,,,buffering 130/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.2049015,11508665,8441745,8521369,263,940,-44,10,-26,15,2758,2760,2781,,,,,,buffering 130/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.2049015,11508691,8441392,8521192,266,949,-45,10,-28,14,2758,2760,2781,,,,,,buffering 130/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.4189575,11508469,8441334,8521031,273,939,-58,10,-28,14,2758,2760,2781,,,,,,buffering 135/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.4189575,11508487,8442329,8521993,270,943,-56,11,-26,16,2758,2760,2781,,,,,,buffering 135/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ring,1779931724.4189575,11508716,8442403,8522566,278,951,-69,11,-26,16,2758,2760,2781,,,,,,buffering 135/750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
